"t","toy","p","Ws1","Wd1","T1","Ws2","Wd2","T2","Ws3","Wd3","T3"
2001-05-20 18:00:00,139.75,17.619,14.9,299.3,281.2,14.9,299.3,281.2,14.9,299.3,281.2
2001-05-20 19:00:00,139.792,16.664,14.6,302.2,281.3,14.6,304.1,281.3,14.6,304.1,281.3
2001-05-20 20:00:00,139.833,14.434,15.2,304.5,281.1,15.2,304.5,281.1,15.2,305.9,281.2
2001-05-20 21:00:00,139.875,10.511,15.4,311.6,281.2,15.4,311.6,281.2,15.4,311.6,281.2
2001-05-20 22:00:00,139.917,9.971,13.2,311.6,281.4,13.2,311.6,281.4,13.2,311.6,281.4
2001-05-20 23:00:00,139.958,7.13,11.2,314.6,281.5,11.2,314.6,281.5,11.2,314.6,281.5
2001-05-21 00:00:00,140,6.948,11.1,313.2,281.5,11.1,313.2,281.5,11.1,313.2,281.5
2001-05-21 01:00:00,140.042,4.968,12,308.6,281.6,10.1,311.4,281.4,10.1,311.4,281.4
2001-05-21 02:00:00,140.083,4.258,10.8,312.7,281.6,10.8,312.7,281.6,9.3,313.3,281.2
2001-05-21 03:00:00,140.125,4.122,10.4,320.8,281.4,10.4,320.8,281.4,10.4,320.8,281.4
2001-05-21 04:00:00,140.167,2.359,9,331.4,281.5,9,331.4,281.5,9,331.4,281.5
2001-05-21 05:00:00,140.208,2.327,8.4,336.8,281.7,8.4,336.8,281.7,8.4,336.8,281.7
2001-05-21 06:00:00,140.25,2.334,7.8,346,282,7.8,346,282,7.8,346,282
2001-05-21 07:00:00,140.292,4.051,5.4,358.9,282.1,7,355.9,282.1,7,355.9,282.1
2001-05-21 08:00:00,140.333,2.814,5.3,354.6,282.2,5.3,354.6,282.2,6.6,354.8,282
2001-05-21 09:00:00,140.375,0.326,5.7,359,282,5.7,359,282,5.7,359,282
2001-05-21 10:00:00,140.417,0.001,5.3,9.8,281.9,5.3,9.8,281.9,5.3,9.8,281.9
2001-05-21 11:00:00,140.458,0.003,4.3,14.7,281.9,4.3,14.7,281.9,4.3,14.7,281.9
2001-05-21 12:00:00,140.5,0.301,3.9,348.1,281.9,3.9,348.1,281.9,3.9,348.1,281.9
2001-05-21 13:00:00,140.542,1.427,4.4,3.9,281.4,4.6,358.8,281.9,4.6,358.8,281.9
2001-05-21 14:00:00,140.583,0.839,4.1,350.1,281.4,4.1,350.1,281.4,4.1,338.5,281.7
2001-05-21 15:00:00,140.625,0.076,4.3,339.4,281.2,4.3,339.4,281.2,4.3,339.4,281.2
2001-05-21 16:00:00,140.667,0.761,3.5,303.2,281.2,3.5,303.2,281.2,3.5,303.2,281.2
2001-05-21 17:00:00,140.708,1.387,5.3,307.3,281.4,5.3,307.3,281.4,5.3,307.3,281.4
2001-05-21 18:00:00,140.75,0.521,4.7,302,281.4,4.7,302,281.4,4.7,302,281.4
2001-05-21 19:00:00,140.792,0.008,4.4,297.1,281.4,4.2,301.4,281.4,4.2,301.4,281.4
2001-05-21 20:00:00,140.833,0.342,4,310.9,281.2,4,310.9,281.2,4.3,299.6,281.3
2001-05-21 21:00:00,140.875,0.18,4.4,288.4,281.1,4.4,288.4,281.1,4.4,288.4,281.1
2001-05-21 22:00:00,140.917,0,2.8,268,281,2.8,268,281,2.8,268,281
2001-05-21 23:00:00,140.958,0.001,2.8,230.7,281,2.8,230.7,281,2.8,230.7,281
2001-05-22 00:00:00,141,0.218,4.8,236,280.9,4.8,236,280.9,4.8,236,280.9
2001-05-22 01:00:00,141.042,0.009,5.4,282.8,281.8,4.4,238.8,281,4.4,238.8,281
2001-05-22 02:00:00,141.083,0.001,7.1,298.7,281.5,7.1,298.7,281.5,3.3,222.5,281.3
2001-05-22 03:00:00,141.125,0,7.8,310.8,281.4,7.8,310.8,281.4,7.8,310.8,281.4
2001-05-22 04:00:00,141.167,0.003,6.9,316.8,281.4,6.9,316.8,281.4,6.9,316.8,281.4
2001-05-22 05:00:00,141.208,0,5.6,312.8,281.5,5.6,312.8,281.5,5.6,312.8,281.5
2001-05-22 06:00:00,141.25,0.006,4.5,302.3,281.6,4.5,302.3,281.6,4.5,302.3,281.6
2001-05-22 07:00:00,141.292,0.006,5.3,293.2,281.6,5.5,306.9,281.9,5.5,306.9,281.9
2001-05-22 08:00:00,141.333,0.006,5.1,311.8,281.9,5.1,311.8,281.9,6,320.4,282.1
2001-05-22 09:00:00,141.375,0.142,3.7,315,282.3,3.7,315,282.3,3.7,315,282.3
2001-05-22 10:00:00,141.417,0.511,4.2,301.4,282.8,4.2,301.4,282.8,4.2,301.4,282.8
2001-05-22 11:00:00,141.458,1.701,5,298.6,283,5,298.6,283,5,298.6,283
2001-05-22 12:00:00,141.5,1.835,5.5,298,283,5.5,298,283,5.5,298,283
2001-05-22 13:00:00,141.542,1.981,5.5,305.4,282.8,5.7,301.5,283,5.7,301.5,283
2001-05-22 14:00:00,141.583,1.044,4,316,282.9,4,316,282.9,5.6,307.7,282.7
2001-05-22 15:00:00,141.625,1.118,5,297.6,283.3,5,297.6,283.3,5,297.6,283.3
2001-05-22 16:00:00,141.667,3.451,7,285.8,283.2,7,285.8,283.2,7,285.8,283.2
2001-05-22 17:00:00,141.708,5.297,8.6,281.4,282.9,8.6,281.4,282.9,8.6,281.4,282.9
2001-05-22 18:00:00,141.75,8.964,8.7,283.2,282.3,8.7,283.2,282.3,8.7,283.2,282.3
2001-05-22 19:00:00,141.792,7.241,7.7,279.7,282.3,7.5,278.5,282.2,7.5,278.5,282.2
2001-05-22 20:00:00,141.833,5.015,7.6,273,282.1,7.6,273,282.1,7.3,272.4,282
2001-05-22 21:00:00,141.875,3.072,8.5,272,281.8,8.5,272,281.8,8.5,272,281.8
2001-05-22 22:00:00,141.917,4.296,8.5,268,281.6,8.5,268,281.6,8.5,268,281.6
2001-05-22 23:00:00,141.958,3.67,9.1,267.5,281.5,9.1,267.5,281.5,9.1,267.5,281.5
2001-05-23 00:00:00,142,5.226,8.8,262.8,281.3,8.8,262.8,281.3,8.8,262.8,281.3
2001-05-23 01:00:00,142.042,4.35,9.6,275.4,281.8,8.8,276.6,281.3,8.8,276.6,281.3
2001-05-23 02:00:00,142.083,5.262,10,285.7,282,10,285.7,282,9.1,281.4,281.3
2001-05-23 03:00:00,142.125,1.405,10.9,290.4,282.8,10.9,290.4,282.8,10.9,290.4,282.8
2001-05-23 04:00:00,142.167,3.759,10.4,292.1,282.5,10.4,292.1,282.5,10.4,292.1,282.5
2001-05-23 05:00:00,142.208,3.903,9.2,283.1,281.9,9.2,283.1,281.9,9.2,283.1,281.9
2001-05-23 06:00:00,142.25,7.967,9,278.3,282,9,278.3,282,9,278.3,282
2001-05-23 07:00:00,142.292,11.452,9.9,281.1,282.4,9.9,286.4,282.3,9.9,286.4,282.3
2001-05-23 08:00:00,142.333,12.229,9.5,278.5,282.6,9.5,278.5,282.6,9.6,282,282.6
2001-05-23 09:00:00,142.375,12.34,9.5,277.3,283,9.5,277.3,283,9.5,277.3,283
2001-05-23 10:00:00,142.417,13.468,10.5,275.4,283.2,10.5,275.4,283.2,10.5,275.4,283.2
2001-05-23 11:00:00,142.458,12.977,10.6,275.4,283.5,10.6,275.4,283.5,10.6,275.4,283.5
2001-05-23 12:00:00,142.5,12.669,10.7,276.5,283.5,10.7,276.5,283.5,10.7,276.5,283.5
2001-05-23 13:00:00,142.542,11.958,11.3,278.6,282.9,10.3,279.5,283.5,10.3,279.5,283.5
2001-05-23 14:00:00,142.583,11.923,11.8,275.4,282.8,11.8,275.4,282.8,10.9,275.2,283.2
2001-05-23 15:00:00,142.625,9.249,11.3,276.6,282.9,11.3,276.6,282.9,11.3,276.6,282.9
2001-05-23 16:00:00,142.667,6.063,10.1,277.4,283.5,10.1,277.4,283.5,10.1,277.4,283.5
2001-05-23 17:00:00,142.708,5.641,9.9,275.2,283.4,9.9,275.2,283.4,9.9,275.2,283.4
2001-05-23 18:00:00,142.75,2.738,9.8,270,282.8,9.8,270,282.8,9.8,270,282.8
2001-05-23 19:00:00,142.792,3.423,9.6,265.8,282.2,9.5,270.6,282.1,9.5,270.6,282.1
2001-05-23 20:00:00,142.833,0.646,9.2,270,281.5,9.2,270,281.5,9,273.8,281.4
2001-05-23 21:00:00,142.875,0.455,8.7,275.3,281.5,8.7,275.3,281.5,8.7,275.3,281.5
2001-05-23 22:00:00,142.917,1.028,7.8,264.1,281.6,7.8,264.1,281.6,7.8,264.1,281.6
2001-05-23 23:00:00,142.958,1.864,9,252,281.3,9,252,281.3,9,252,281.3
2001-05-24 00:00:00,143,3.587,9.3,270,281.2,9.3,270,281.2,9.3,270,281.2
2001-05-24 01:00:00,143.042,3.339,10.5,274.9,281.2,8.5,274,281.2,8.5,274,281.2
2001-05-24 02:00:00,143.083,4.3,9.8,279.9,280.9,9.8,279.9,280.9,8.1,270,281.1
2001-05-24 03:00:00,143.125,5.406,10.8,290.6,280.7,10.8,290.6,280.7,10.8,290.6,280.7
2001-05-24 04:00:00,143.167,4.232,12,294,281.4,12,294,281.4,12,294,281.4
2001-05-24 05:00:00,143.208,5.229,12.8,303.2,281.2,12.8,303.2,281.2,12.8,303.2,281.2
2001-05-24 06:00:00,143.25,8.197,11.4,309.3,281.3,11.4,309.3,281.3,11.4,309.3,281.3
2001-05-24 07:00:00,143.292,10.469,10.7,304.3,281.5,10.2,315,281.7,10.2,315,281.7
2001-05-24 08:00:00,143.333,11.748,11.2,308.5,281.8,11.2,308.5,281.8,11,317.2,281.8
2001-05-24 09:00:00,143.375,11.461,10.3,311.9,281.9,10.3,311.9,281.9,10.3,311.9,281.9
2001-05-24 10:00:00,143.417,11.139,9.3,314.6,282.3,9.3,314.6,282.3,9.3,314.6,282.3
2001-05-24 11:00:00,143.458,6.995,7.9,328.9,282.9,7.9,328.9,282.9,7.9,328.9,282.9
2001-05-24 12:00:00,143.5,7.87,6.1,350.5,284,6.1,350.5,284,6.1,350.5,284
2001-05-24 13:00:00,143.542,7.729,8.1,307,284.1,4.6,0,285.1,4.6,0,285.1
2001-05-24 14:00:00,143.583,6.859,6.2,311.1,284.9,6.2,311.1,284.9,4,354.3,285.7
2001-05-24 15:00:00,143.625,6.532,5,317.4,285.9,5,317.4,285.9,5,317.4,285.9
2001-05-24 16:00:00,143.667,6.427,3.7,313.9,286.8,3.7,313.9,286.8,3.7,313.9,286.8
2001-05-24 17:00:00,143.708,6.245,3.8,283.7,286.8,3.8,283.7,286.8,3.8,283.7,286.8
2001-05-24 18:00:00,143.75,3.608,4.8,279.7,286.2,4.8,279.7,286.2,4.8,279.7,286.2
2001-05-24 19:00:00,143.792,0.716,5,282.7,285.4,4.3,272.7,285.5,4.3,272.7,285.5
2001-05-24 20:00:00,143.833,0.257,2.8,280.1,285.4,2.8,280.1,285.4,3.5,263.5,285.1
2001-05-24 21:00:00,143.875,0.064,1.3,331.4,285.7,1.3,331.4,285.7,1.3,331.4,285.7
2001-05-24 22:00:00,143.917,0.164,4.4,39.5,286.1,4.4,39.5,286.1,4.4,39.5,286.1
2001-05-24 23:00:00,143.958,0.481,7.2,39.9,286.5,7.2,39.9,286.5,7.2,39.9,286.5
2001-05-25 00:00:00,144,1.759,7.7,37.6,285.8,7.7,37.6,285.8,7.7,37.6,285.8
2001-05-25 01:00:00,144.042,0.716,7.1,25.8,285,7.1,43.3,285,7.1,43.3,285
2001-05-25 02:00:00,144.083,1.37,7.8,29.8,284.5,7.8,29.8,284.5,6.6,48.1,284.6
2001-05-25 03:00:00,144.125,1.602,7.9,29.5,284.1,7.9,29.5,284.1,7.9,29.5,284.1
2001-05-25 04:00:00,144.167,2.582,7.8,38.2,283.7,7.8,38.2,283.7,7.8,38.2,283.7
2001-05-25 05:00:00,144.208,1.203,7.2,46.1,283.4,7.2,46.1,283.4,7.2,46.1,283.4
2001-05-25 06:00:00,144.25,0.907,7.6,40.2,283.2,7.6,40.2,283.2,7.6,40.2,283.2
2001-05-25 07:00:00,144.292,3.477,8.6,47.4,283.4,8,38.9,283.5,8,38.9,283.5
2001-05-25 08:00:00,144.333,4.583,7.2,47.2,283.5,7.2,47.2,283.5,7.2,35.4,283.5
2001-05-25 09:00:00,144.375,3.623,6.5,42.5,283.8,6.5,42.5,283.8,6.5,42.5,283.8
2001-05-25 10:00:00,144.417,2.118,6.8,34.9,283.9,6.8,34.9,283.9,6.8,34.9,283.9
2001-05-25 11:00:00,144.458,0.43,6.5,33.7,284.1,6.5,33.7,284.1,6.5,33.7,284.1
2001-05-25 12:00:00,144.5,0.01,6,24.4,284.1,6,24.4,284.1,6,24.4,284.1
2001-05-25 13:00:00,144.542,0.003,4.8,8.5,284.4,6.3,12.9,283.7,6.3,12.9,283.7
2001-05-25 14:00:00,144.583,0.005,5.6,8.3,283.7,5.6,8.3,283.7,6.5,15.1,283.3
2001-05-25 15:00:00,144.625,0.119,5.2,7.7,283.3,5.2,7.7,283.3,5.2,7.7,283.3
2001-05-25 16:00:00,144.667,0.067,6.5,11.5,282.8,6.5,11.5,282.8,6.5,11.5,282.8
2001-05-25 17:00:00,144.708,0.731,5.5,18.1,283.1,5.5,18.1,283.1,5.5,18.1,283.1
2001-05-25 18:00:00,144.75,0.091,3.8,10.7,283.5,3.8,10.7,283.5,3.8,10.7,283.5
2001-05-25 19:00:00,144.792,0.001,3.9,16.6,283.7,3.4,12,283.8,3.4,12,283.8
2001-05-25 20:00:00,144.833,0,4.2,38.2,284.1,4.2,38.2,284.1,3.6,23,284.2
2001-05-25 21:00:00,144.875,0,2.8,62.5,284.3,2.8,62.5,284.3,2.8,62.5,284.3
2001-05-25 22:00:00,144.917,0.577,2.4,125,284.1,2.4,125,284.1,2.4,125,284.1
2001-05-25 23:00:00,144.958,1.34,3.8,158.2,283.4,3.8,158.2,283.4,3.8,158.2,283.4
2001-05-26 00:00:00,145,1.038,6.3,165.3,282.8,6.3,165.3,282.8,6.3,165.3,282.8
2001-05-26 01:00:00,145.042,1.301,6.7,164.5,283.3,7.7,162.5,282.4,7.7,162.5,282.4
2001-05-26 02:00:00,145.083,1.749,7.3,179.2,283,7.3,179.2,283,6.6,175.7,282.1
2001-05-26 03:00:00,145.125,4.283,8,188.6,282.6,8,188.6,282.6,8,188.6,282.6
2001-05-26 04:00:00,145.167,4.229,7.9,199.1,282,7.9,199.1,282,7.9,199.1,282
2001-05-26 05:00:00,145.208,6.561,6.7,210.4,281.6,6.7,210.4,281.6,6.7,210.4,281.6
2001-05-26 06:00:00,145.25,4.291,6.5,219.4,281.9,6.5,219.4,281.9,6.5,219.4,281.9
2001-05-26 07:00:00,145.292,1.393,5.5,230.2,282.6,6.2,234.8,282.5,6.2,234.8,282.5
2001-05-26 08:00:00,145.333,0.004,4.8,232.7,283.6,4.8,232.7,283.6,5.1,243.4,283.3
2001-05-26 09:00:00,145.375,0.223,5,229,284.5,5,229,284.5,5,229,284.5
2001-05-26 10:00:00,145.417,0.18,5.4,247.2,285.4,5.4,247.2,285.4,5.4,247.2,285.4
2001-05-26 11:00:00,145.458,1.435,5,263.2,285.5,5,263.2,285.5,5,263.2,285.5
2001-05-26 12:00:00,145.5,1.301,4.9,266.5,285.5,4.9,266.5,285.5,4.9,266.5,285.5
2001-05-26 13:00:00,145.542,1.942,5.7,259.9,287.1,6.2,258.9,285.4,6.2,258.9,285.4
2001-05-26 14:00:00,145.583,2.304,6,256.4,287.2,6,256.4,287.2,5.4,254.9,285.1
2001-05-26 15:00:00,145.625,2.774,7.2,265.2,286.8,7.2,265.2,286.8,7.2,265.2,286.8
2001-05-26 16:00:00,145.667,2.995,6.2,258,286,6.2,258,286,6.2,258,286
2001-05-26 17:00:00,145.708,2.266,7.3,254.1,285.4,7.3,254.1,285.4,7.3,254.1,285.4
2001-05-26 18:00:00,145.75,1.02,7.4,251.1,285,7.4,251.1,285,7.4,251.1,285
2001-05-26 19:00:00,145.792,1.766,7.1,258.7,284.9,7.8,262.6,284.5,7.8,262.6,284.5
2001-05-26 20:00:00,145.833,1.257,7.4,261.4,284.3,7.4,261.4,284.3,7.8,260.4,284
2001-05-26 21:00:00,145.875,0.629,8,257,283.7,8,257,283.7,8,257,283.7
2001-05-26 22:00:00,145.917,0.629,7.8,254.4,283.4,7.8,254.4,283.4,7.8,254.4,283.4
2001-05-26 23:00:00,145.958,1.567,7.3,251.6,283.3,7.3,251.6,283.3,7.3,251.6,283.3
2001-05-27 00:00:00,146,1.89,8.1,260.8,283.3,8.1,260.8,283.3,8.1,260.8,283.3
2001-05-27 01:00:00,146.042,4.224,8.1,266.5,283.2,6.9,269.2,283.1,6.9,269.2,283.1
2001-05-27 02:00:00,146.083,3.403,10.1,277.4,283,10.1,277.4,283,9.4,268.8,283
2001-05-27 03:00:00,146.125,5.681,10.3,284.6,282.9,10.3,284.6,282.9,10.3,284.6,282.9
2001-05-27 04:00:00,146.167,6.038,10.5,291.7,283,10.5,291.7,283,10.5,291.7,283
2001-05-27 05:00:00,146.208,5.761,10.4,287.9,283.1,10.4,287.9,283.1,10.4,287.9,283.1
2001-05-27 06:00:00,146.25,10.018,10.6,286.4,283.2,10.6,286.4,283.2,10.6,286.4,283.2
2001-05-27 07:00:00,146.292,11.395,10.4,286.7,283.4,10.9,286.6,283.3,10.9,286.6,283.3
2001-05-27 08:00:00,146.333,11.984,10,294.3,283.8,10,294.3,283.8,11,291.4,283.6
2001-05-27 09:00:00,146.375,11.895,9.4,294.4,284.3,9.4,294.4,284.3,9.4,294.4,284.3
2001-05-27 10:00:00,146.417,10.759,8.6,289.1,284.8,8.6,289.1,284.8,8.6,289.1,284.8
2001-05-27 11:00:00,146.458,4.183,7.8,274.4,285.6,7.8,274.4,285.6,7.8,274.4,285.6
2001-05-27 12:00:00,146.5,5.566,7.8,265.6,286.6,7.8,265.6,286.6,7.8,265.6,286.6
2001-05-27 13:00:00,146.542,6.166,9.3,266.3,285.5,8.2,261.6,287.1,8.2,261.6,287.1
2001-05-27 14:00:00,146.583,6.973,8.3,252.4,285.5,8.3,252.4,285.5,7.5,253.7,287.2
2001-05-27 15:00:00,146.625,10.979,10,243.2,286.1,10,243.2,286.1,10,243.2,286.1
2001-05-27 16:00:00,146.667,6.911,11,243,286.3,11,243,286.3,11,243,286.3
2001-05-27 17:00:00,146.708,7.957,11.2,249.6,286.3,11.2,249.6,286.3,11.2,249.6,286.3
2001-05-27 18:00:00,146.75,6.381,11.3,257.7,285.7,11.3,257.7,285.7,11.3,257.7,285.7
2001-05-27 19:00:00,146.792,3.011,8.6,252.4,285,9,260.4,284.6,9,260.4,284.6
2001-05-27 20:00:00,146.833,1.62,9.2,247.6,284.3,9.2,247.6,284.3,9,259.1,283.7
2001-05-27 21:00:00,146.875,3.171,8.7,247.6,283.6,8.7,247.6,283.6,8.7,247.6,283.6
2001-05-27 22:00:00,146.917,2.475,10.3,262.7,283.4,10.3,262.7,283.4,10.3,262.7,283.4
2001-05-27 23:00:00,146.958,3.578,9.3,272.5,283.5,9.3,272.5,283.5,9.3,272.5,283.5
2001-05-28 00:00:00,147,3.034,8.2,279.8,283.5,8.2,279.8,283.5,8.2,279.8,283.5
2001-05-28 01:00:00,147.042,3.56,8.5,261.9,283.5,7.8,281.9,283.4,7.8,281.9,283.4
2001-05-28 02:00:00,147.083,2.409,8.6,262.6,283.4,8.6,262.6,283.4,8,272.1,283.6
2001-05-28 03:00:00,147.125,3.14,8.4,266.6,283.4,8.4,266.6,283.4,8.4,266.6,283.4
2001-05-28 04:00:00,147.167,3.393,8,258.4,283.4,8,258.4,283.4,8,258.4,283.4
2001-05-28 05:00:00,147.208,3.515,7,256,283.4,7,256,283.4,7,256,283.4
2001-05-28 06:00:00,147.25,2.346,6.1,253.9,283.5,6.1,253.9,283.5,6.1,253.9,283.5
2001-05-28 07:00:00,147.292,4.608,7.2,257.1,284,6.3,257.1,283.6,6.3,257.1,283.6
2001-05-28 08:00:00,147.333,4.397,6.9,270,284.2,6.9,270,284.2,6.4,260.1,283.9
2001-05-28 09:00:00,147.375,7.519,5,266.6,284.4,5,266.6,284.4,5,266.6,284.4
2001-05-28 10:00:00,147.417,9.58,6.6,264.8,284.9,6.6,264.8,284.9,6.6,264.8,284.9
2001-05-28 11:00:00,147.458,10.93,8.3,272.1,284.9,8.3,272.1,284.9,8.3,272.1,284.9
2001-05-28 12:00:00,147.5,13.221,8.8,280.4,284.7,8.8,280.4,284.7,8.8,280.4,284.7
2001-05-28 13:00:00,147.542,16.155,14.6,277.5,284.3,10.9,280.1,284.6,10.9,280.1,284.6
2001-05-28 14:00:00,147.583,15.251,15.4,276,284.3,15.4,276,284.3,12.2,277.1,284.8
2001-05-28 15:00:00,147.625,16.698,15.6,281.5,284,15.6,281.5,284,15.6,281.5,284
2001-05-28 16:00:00,147.667,15.659,15,283.1,283.8,15,283.1,283.8,15,283.1,283.8
2001-05-28 17:00:00,147.708,15.971,15,279.6,283.5,15,279.6,283.5,15,279.6,283.5
2001-05-28 18:00:00,147.75,15.409,14.2,280.1,283.3,14.2,280.1,283.3,14.2,280.1,283.3
2001-05-28 19:00:00,147.792,13.51,13.6,279.3,283.2,14.4,278.8,283.1,14.4,278.8,283.1
2001-05-28 20:00:00,147.833,11.602,12,281,283.1,12,281,283.1,13.6,281,282.8
2001-05-28 21:00:00,147.875,10.815,11,281,283,11,281,283,11,281,283
2001-05-28 22:00:00,147.917,7.828,9.9,279.8,283,9.9,279.8,283,9.9,279.8,283
2001-05-28 23:00:00,147.958,2.596,9.8,271.2,282.8,9.8,271.2,282.8,9.8,271.2,282.8
2001-05-29 00:00:00,148,3.708,8.1,267.9,282.5,8.1,267.9,282.5,8.1,267.9,282.5
2001-05-29 01:00:00,148.042,0.448,5.8,258.1,283.4,5.9,269,282.3,5.9,269,282.3
2001-05-29 02:00:00,148.083,1.886,4.8,246.6,283.3,4.8,246.6,283.3,4.4,256.9,282.5
2001-05-29 03:00:00,148.125,1.208,3.5,198.4,283.1,3.5,198.4,283.1,3.5,198.4,283.1
2001-05-29 04:00:00,148.167,1.572,4.7,162.7,282.9,4.7,162.7,282.9,4.7,162.7,282.9
2001-05-29 05:00:00,148.208,4.863,6.3,164.4,282.9,6.3,164.4,282.9,6.3,164.4,282.9
2001-05-29 06:00:00,148.25,9.577,6.4,178.2,283,6.4,178.2,283,6.4,178.2,283
2001-05-29 07:00:00,148.292,11.761,8.3,200.4,283.1,6.7,193,283.2,6.7,193,283.2
2001-05-29 08:00:00,148.333,14.262,15,262.4,283.2,15,262.4,283.2,12.5,264,283.2
2001-05-29 09:00:00,148.375,15.559,14,247.3,283.4,14,247.3,283.4,14,247.3,283.4
2001-05-29 10:00:00,148.417,13.769,17.5,265.4,283.1,17.5,265.4,283.1,17.5,265.4,283.1
2001-05-29 11:00:00,148.458,15.864,15.6,260.1,282.6,15.6,260.1,282.6,15.6,260.1,282.6
2001-05-29 12:00:00,148.5,13.554,15,261.2,282.5,15,261.2,282.5,15,261.2,282.5
2001-05-29 13:00:00,148.542,10.942,13.7,272.5,283.4,13.7,277.5,282.6,13.7,277.5,282.6
2001-05-29 14:00:00,148.583,9.709,11.5,276.5,283.3,11.5,276.5,283.3,10.6,297.1,282.7
2001-05-29 15:00:00,148.625,10.731,10.3,289.3,283.3,10.3,289.3,283.3,10.3,289.3,283.3
2001-05-29 16:00:00,148.667,8.334,8.4,310.2,283.5,8.4,310.2,283.5,8.4,310.2,283.5
2001-05-29 17:00:00,148.708,7.417,9.2,315.9,283.8,9.2,315.9,283.8,9.2,315.9,283.8
2001-05-29 18:00:00,148.75,5.651,10.4,315.4,284.1,10.4,315.4,284.1,10.4,315.4,284.1
2001-05-29 19:00:00,148.792,6.176,9.9,308,284.1,9.3,318.1,284.1,9.3,318.1,284.1
2001-05-29 20:00:00,148.833,4.091,8.9,310.9,283.7,8.9,310.9,283.7,7.9,318.1,283.7
2001-05-29 21:00:00,148.875,5.837,6.7,311.3,283.5,6.7,311.3,283.5,6.7,311.3,283.5
2001-05-29 22:00:00,148.917,10.385,6.9,303.7,283.3,6.9,303.7,283.3,6.9,303.7,283.3
2001-05-29 23:00:00,148.958,12.396,7.2,306.6,283.2,7.2,306.6,283.2,7.2,306.6,283.2
2001-05-30 00:00:00,149,15.154,8,308.9,283.1,8,308.9,283.1,8,308.9,283.1
2001-05-30 01:00:00,149.042,14.177,7.1,319.6,283.2,7.2,319,283,7.2,319,283
2001-05-30 02:00:00,149.083,11.607,7.1,308.2,283.1,7.1,308.2,283.1,6.1,307.6,282.9
2001-05-30 03:00:00,149.125,8.343,8.3,304.3,282.9,8.3,304.3,282.9,8.3,304.3,282.9
2001-05-30 04:00:00,149.167,6.892,8.5,307.8,282.8,8.5,307.8,282.8,8.5,307.8,282.8
2001-05-30 05:00:00,149.208,4.959,7.4,309.5,282.7,7.4,309.5,282.7,7.4,309.5,282.7
2001-05-30 06:00:00,149.25,4.696,6.6,301.3,282.6,6.6,301.3,282.6,6.6,301.3,282.6
2001-05-30 07:00:00,149.292,4.757,6.7,304.6,282.9,7.1,295.8,282.7,7.1,295.8,282.7
2001-05-30 08:00:00,149.333,6.502,6.2,316.3,282.9,6.2,316.3,282.9,7.7,298.9,282.7
2001-05-30 09:00:00,149.375,6.744,4.9,344.5,282.8,4.9,344.5,282.8,4.9,344.5,282.8
2001-05-30 10:00:00,149.417,4.691,3.2,5.4,282.7,3.2,5.4,282.7,3.2,5.4,282.7
2001-05-30 11:00:00,149.458,4.587,1.7,329,282.9,1.7,329,282.9,1.7,329,282.9
2001-05-30 12:00:00,149.5,2.167,3,304.2,283.4,3,304.2,283.4,3,304.2,283.4
2001-05-30 13:00:00,149.542,3.64,7.1,295.8,283.9,4.2,310.2,283.7,4.2,310.2,283.7
2001-05-30 14:00:00,149.583,3.262,7.6,297.2,283.7,7.6,297.2,283.7,4.3,308.5,283.6
2001-05-30 15:00:00,149.625,3.379,7.2,294.8,283.6,7.2,294.8,283.6,7.2,294.8,283.6
2001-05-30 16:00:00,149.667,3.093,6.9,292.1,283.5,6.9,292.1,283.5,6.9,292.1,283.5
2001-05-30 17:00:00,149.708,2.085,5.7,291.6,283.4,5.7,291.6,283.4,5.7,291.6,283.4
2001-05-30 18:00:00,149.75,1.622,4.8,291.8,283.3,4.8,291.8,283.3,4.8,291.8,283.3
2001-05-30 19:00:00,149.792,0.168,5,278,283.3,4.8,279.7,283.2,4.8,279.7,283.2
2001-05-30 20:00:00,149.833,0,5.3,265.7,283.1,5.3,265.7,283.1,5.3,266.8,283
2001-05-30 21:00:00,149.875,0,5.4,263.7,283,5.4,263.7,283,5.4,263.7,283
2001-05-30 22:00:00,149.917,0,4.5,263.7,282.8,4.5,263.7,282.8,4.5,263.7,282.8
2001-05-30 23:00:00,149.958,0.015,4.3,251.1,282.8,4.3,251.1,282.8,4.3,251.1,282.8
2001-05-31 00:00:00,150,0,4.8,236,282.8,4.8,236,282.8,4.8,236,282.8
2001-05-31 01:00:00,150.042,0,2.8,223.5,283,4.1,225,282.7,4.1,225,282.7
2001-05-31 02:00:00,150.083,0,4,213.7,282.9,4,213.7,282.9,4.1,216,282.5
2001-05-31 03:00:00,150.125,0,4.2,199.3,282.9,4.2,199.3,282.9,4.2,199.3,282.9
2001-05-31 04:00:00,150.167,0,3.3,188.6,282.7,3.3,188.6,282.7,3.3,188.6,282.7
2001-05-31 05:00:00,150.208,0,2.5,154.4,282.4,2.5,154.4,282.4,2.5,154.4,282.4
2001-05-31 06:00:00,150.25,0.002,4,132,282,4,132,282,4,132,282
2001-05-31 07:00:00,150.292,0.003,5,126.9,282.2,5.8,123.7,282.1,5.8,123.7,282.1
2001-05-31 08:00:00,150.333,0.001,5.3,152,282.6,5.3,152,282.6,6.5,137.5,282.4
2001-05-31 09:00:00,150.375,0.009,5,168.5,283.3,5,168.5,283.3,5,168.5,283.3
